file,line,column,message,severity,rule_id
../../Preprocessed/Rename/CWE-79/php/good_3587_0,129,29,File name based on user input risks server-side request forgery.,WARNING,php.lang.security.injection.tainted-filename.tainted-filename
../../Preprocessed/Rename/CWE-79/php/good_3977_0,35,24,"User data flows into this manually-constructed SQL string. User data can be safely inserted into SQL strings using prepared statements or an object-relational mapper (ORM). Manually-constructed SQL strings is a possible indicator of SQL injection, which could let an attacker steal or manipulate data from the database. Instead, use prepared statements (`$mysqli->prepare(""INSERT INTO test(id, label) VALUES (?, ?)"");`) or a safe library.",ERROR,php.lang.security.injection.tainted-sql-string.tainted-sql-string
../../Preprocessed/Rename/CWE-79/php/good_3977_0,124,34,"User data flows into this manually-constructed SQL string. User data can be safely inserted into SQL strings using prepared statements or an object-relational mapper (ORM). Manually-constructed SQL strings is a possible indicator of SQL injection, which could let an attacker steal or manipulate data from the database. Instead, use prepared statements (`$mysqli->prepare(""INSERT INTO test(id, label) VALUES (?, ?)"");`) or a safe library.",ERROR,php.lang.security.injection.tainted-sql-string.tainted-sql-string
../../Preprocessed/Rename/CWE-79/php/good_3977_0,127,23,File name based on user input risks server-side request forgery.,WARNING,php.lang.security.injection.tainted-filename.tainted-filename
../../Preprocessed/Rename/CWE-79/php/good_3977_0,129,22,File name based on user input risks server-side request forgery.,WARNING,php.lang.security.injection.tainted-filename.tainted-filename
../../Preprocessed/Rename/CWE-79/php/good_3977_0,138,22,"User data flows into this manually-constructed SQL string. User data can be safely inserted into SQL strings using prepared statements or an object-relational mapper (ORM). Manually-constructed SQL strings is a possible indicator of SQL injection, which could let an attacker steal or manipulate data from the database. Instead, use prepared statements (`$mysqli->prepare(""INSERT INTO test(id, label) VALUES (?, ?)"");`) or a safe library.",ERROR,php.lang.security.injection.tainted-sql-string.tainted-sql-string
../../Preprocessed/Rename/CWE-79/php/good_3977_0,181,30,"User data flows into this manually-constructed SQL string. User data can be safely inserted into SQL strings using prepared statements or an object-relational mapper (ORM). Manually-constructed SQL strings is a possible indicator of SQL injection, which could let an attacker steal or manipulate data from the database. Instead, use prepared statements (`$mysqli->prepare(""INSERT INTO test(id, label) VALUES (?, ?)"");`) or a safe library.",ERROR,php.lang.security.injection.tainted-sql-string.tainted-sql-string
../../Preprocessed/Rename/CWE-79/php/good_3977_2,47,24,"User data flows into this manually-constructed SQL string. User data can be safely inserted into SQL strings using prepared statements or an object-relational mapper (ORM). Manually-constructed SQL strings is a possible indicator of SQL injection, which could let an attacker steal or manipulate data from the database. Instead, use prepared statements (`$mysqli->prepare(""INSERT INTO test(id, label) VALUES (?, ?)"");`) or a safe library.",ERROR,php.lang.security.injection.tainted-sql-string.tainted-sql-string
../../Preprocessed/Rename/CWE-79/php/good_3977_2,64,22,"User data flows into this manually-constructed SQL string. User data can be safely inserted into SQL strings using prepared statements or an object-relational mapper (ORM). Manually-constructed SQL strings is a possible indicator of SQL injection, which could let an attacker steal or manipulate data from the database. Instead, use prepared statements (`$mysqli->prepare(""INSERT INTO test(id, label) VALUES (?, ?)"");`) or a safe library.",ERROR,php.lang.security.injection.tainted-sql-string.tainted-sql-string
../../Preprocessed/Rename/CWE-79/php/good_3977_2,83,32,"User data flows into this manually-constructed SQL string. User data can be safely inserted into SQL strings using prepared statements or an object-relational mapper (ORM). Manually-constructed SQL strings is a possible indicator of SQL injection, which could let an attacker steal or manipulate data from the database. Instead, use prepared statements (`$mysqli->prepare(""INSERT INTO test(id, label) VALUES (?, ?)"");`) or a safe library.",ERROR,php.lang.security.injection.tainted-sql-string.tainted-sql-string
