file,line,column,message,severity,rule_id
../../CrossVul/CWE-22/php/bad_1152_0,65,22,File name based on user input risks server-side request forgery.,WARNING,php.lang.security.injection.tainted-filename.tainted-filename
../../CrossVul/CWE-22/php/bad_1152_0,66,15,File name based on user input risks server-side request forgery.,WARNING,php.lang.security.injection.tainted-filename.tainted-filename
../../CrossVul/CWE-22/php/bad_1158_0,91,20,File name based on user input risks server-side request forgery.,WARNING,php.lang.security.injection.tainted-filename.tainted-filename
../../CrossVul/CWE-22/php/bad_1158_0,92,17,File name based on user input risks server-side request forgery.,WARNING,php.lang.security.injection.tainted-filename.tainted-filename
../../CrossVul/CWE-22/php/bad_1158_0,110,40,File name based on user input risks server-side request forgery.,WARNING,php.lang.security.injection.tainted-filename.tainted-filename
../../CrossVul/CWE-22/php/bad_1158_0,242,18,File name based on user input risks server-side request forgery.,WARNING,php.lang.security.injection.tainted-filename.tainted-filename
../../CrossVul/CWE-22/php/bad_1158_0,245,17,File name based on user input risks server-side request forgery.,WARNING,php.lang.security.injection.tainted-filename.tainted-filename
../../CrossVul/CWE-22/php/bad_1158_0,293,15,File name based on user input risks server-side request forgery.,WARNING,php.lang.security.injection.tainted-filename.tainted-filename
../../CrossVul/CWE-22/php/bad_2928_0,125,45,`Echo`ing user input risks cross-site scripting vulnerability. You should use `htmlentities()` when showing data to users.,ERROR,php.lang.security.injection.echoed-request.echoed-request
../../CrossVul/CWE-22/php/bad_2928_0,153,98,`Echo`ing user input risks cross-site scripting vulnerability. You should use `htmlentities()` when showing data to users.,ERROR,php.lang.security.injection.echoed-request.echoed-request
../../CrossVul/CWE-22/php/bad_2928_0,153,178,`Echo`ing user input risks cross-site scripting vulnerability. You should use `htmlentities()` when showing data to users.,ERROR,php.lang.security.injection.echoed-request.echoed-request
../../CrossVul/CWE-22/php/bad_2928_0,154,41,`Echo`ing user input risks cross-site scripting vulnerability. You should use `htmlentities()` when showing data to users.,ERROR,php.lang.security.injection.echoed-request.echoed-request
../../CrossVul/CWE-22/php/bad_2928_0,263,94,`Echo`ing user input risks cross-site scripting vulnerability. You should use `htmlentities()` when showing data to users.,ERROR,php.lang.security.injection.echoed-request.echoed-request
../../CrossVul/CWE-22/php/bad_2928_0,269,94,`Echo`ing user input risks cross-site scripting vulnerability. You should use `htmlentities()` when showing data to users.,ERROR,php.lang.security.injection.echoed-request.echoed-request
../../CrossVul/CWE-22/php/bad_2928_0,275,98,`Echo`ing user input risks cross-site scripting vulnerability. You should use `htmlentities()` when showing data to users.,ERROR,php.lang.security.injection.echoed-request.echoed-request
../../CrossVul/CWE-22/php/bad_2928_0,281,94,`Echo`ing user input risks cross-site scripting vulnerability. You should use `htmlentities()` when showing data to users.,ERROR,php.lang.security.injection.echoed-request.echoed-request
../../CrossVul/CWE-22/php/bad_2928_0,287,98,`Echo`ing user input risks cross-site scripting vulnerability. You should use `htmlentities()` when showing data to users.,ERROR,php.lang.security.injection.echoed-request.echoed-request
../../CrossVul/CWE-22/php/bad_2928_0,293,94,`Echo`ing user input risks cross-site scripting vulnerability. You should use `htmlentities()` when showing data to users.,ERROR,php.lang.security.injection.echoed-request.echoed-request
../../CrossVul/CWE-22/php/bad_2928_0,323,59,`Echo`ing user input risks cross-site scripting vulnerability. You should use `htmlentities()` when showing data to users.,ERROR,php.lang.security.injection.echoed-request.echoed-request
../../CrossVul/CWE-22/php/bad_2928_0,324,59,`Echo`ing user input risks cross-site scripting vulnerability. You should use `htmlentities()` when showing data to users.,ERROR,php.lang.security.injection.echoed-request.echoed-request
../../CrossVul/CWE-22/php/bad_2928_0,325,59,`Echo`ing user input risks cross-site scripting vulnerability. You should use `htmlentities()` when showing data to users.,ERROR,php.lang.security.injection.echoed-request.echoed-request
../../CrossVul/CWE-22/php/bad_2928_0,326,59,`Echo`ing user input risks cross-site scripting vulnerability. You should use `htmlentities()` when showing data to users.,ERROR,php.lang.security.injection.echoed-request.echoed-request
