file,line,column,message,severity,rule_id
../../Preprocessed/NoRename/CWE-89/php/bad_3816_0,15,33,"User data flows into this manually-constructed SQL string. User data can be safely inserted into SQL strings using prepared statements or an object-relational mapper (ORM). Manually-constructed SQL strings is a possible indicator of SQL injection, which could let an attacker steal or manipulate data from the database. Instead, use prepared statements (`$mysqli->prepare(""INSERT INTO test(id, label) VALUES (?, ?)"");`) or a safe library.",ERROR,php.lang.security.injection.tainted-sql-string.tainted-sql-string
../../Preprocessed/NoRename/CWE-89/php/bad_3816_2,12,29,"User data flows into this manually-constructed SQL string. User data can be safely inserted into SQL strings using prepared statements or an object-relational mapper (ORM). Manually-constructed SQL strings is a possible indicator of SQL injection, which could let an attacker steal or manipulate data from the database. Instead, use prepared statements (`$mysqli->prepare(""INSERT INTO test(id, label) VALUES (?, ?)"");`) or a safe library.",ERROR,php.lang.security.injection.tainted-sql-string.tainted-sql-string
../../Preprocessed/NoRename/CWE-89/php/bad_3816_2,27,31,"User data flows into this manually-constructed SQL string. User data can be safely inserted into SQL strings using prepared statements or an object-relational mapper (ORM). Manually-constructed SQL strings is a possible indicator of SQL injection, which could let an attacker steal or manipulate data from the database. Instead, use prepared statements (`$mysqli->prepare(""INSERT INTO test(id, label) VALUES (?, ?)"");`) or a safe library.",ERROR,php.lang.security.injection.tainted-sql-string.tainted-sql-string
../../Preprocessed/NoRename/CWE-89/php/bad_3816_3,13,29,"User data flows into this manually-constructed SQL string. User data can be safely inserted into SQL strings using prepared statements or an object-relational mapper (ORM). Manually-constructed SQL strings is a possible indicator of SQL injection, which could let an attacker steal or manipulate data from the database. Instead, use prepared statements (`$mysqli->prepare(""INSERT INTO test(id, label) VALUES (?, ?)"");`) or a safe library.",ERROR,php.lang.security.injection.tainted-sql-string.tainted-sql-string
../../Preprocessed/NoRename/CWE-89/php/bad_3816_3,34,19,"User data flows into this manually-constructed SQL string. User data can be safely inserted into SQL strings using prepared statements or an object-relational mapper (ORM). Manually-constructed SQL strings is a possible indicator of SQL injection, which could let an attacker steal or manipulate data from the database. Instead, use prepared statements (`$mysqli->prepare(""INSERT INTO test(id, label) VALUES (?, ?)"");`) or a safe library.",ERROR,php.lang.security.injection.tainted-sql-string.tainted-sql-string
../../Preprocessed/NoRename/CWE-89/php/bad_3816_4,12,29,"User data flows into this manually-constructed SQL string. User data can be safely inserted into SQL strings using prepared statements or an object-relational mapper (ORM). Manually-constructed SQL strings is a possible indicator of SQL injection, which could let an attacker steal or manipulate data from the database. Instead, use prepared statements (`$mysqli->prepare(""INSERT INTO test(id, label) VALUES (?, ?)"");`) or a safe library.",ERROR,php.lang.security.injection.tainted-sql-string.tainted-sql-string
../../Preprocessed/NoRename/CWE-89/php/bad_3816_4,28,31,"User data flows into this manually-constructed SQL string. User data can be safely inserted into SQL strings using prepared statements or an object-relational mapper (ORM). Manually-constructed SQL strings is a possible indicator of SQL injection, which could let an attacker steal or manipulate data from the database. Instead, use prepared statements (`$mysqli->prepare(""INSERT INTO test(id, label) VALUES (?, ?)"");`) or a safe library.",ERROR,php.lang.security.injection.tainted-sql-string.tainted-sql-string
../../Preprocessed/NoRename/CWE-89/php/bad_3816_5,12,29,"User data flows into this manually-constructed SQL string. User data can be safely inserted into SQL strings using prepared statements or an object-relational mapper (ORM). Manually-constructed SQL strings is a possible indicator of SQL injection, which could let an attacker steal or manipulate data from the database. Instead, use prepared statements (`$mysqli->prepare(""INSERT INTO test(id, label) VALUES (?, ?)"");`) or a safe library.",ERROR,php.lang.security.injection.tainted-sql-string.tainted-sql-string
../../Preprocessed/NoRename/CWE-89/php/bad_3816_7,15,28,"User data flows into this manually-constructed SQL string. User data can be safely inserted into SQL strings using prepared statements or an object-relational mapper (ORM). Manually-constructed SQL strings is a possible indicator of SQL injection, which could let an attacker steal or manipulate data from the database. Instead, use prepared statements (`$mysqli->prepare(""INSERT INTO test(id, label) VALUES (?, ?)"");`) or a safe library.",ERROR,php.lang.security.injection.tainted-sql-string.tainted-sql-string
../../Preprocessed/NoRename/CWE-89/php/bad_3816_7,46,30,"User data flows into this manually-constructed SQL string. User data can be safely inserted into SQL strings using prepared statements or an object-relational mapper (ORM). Manually-constructed SQL strings is a possible indicator of SQL injection, which could let an attacker steal or manipulate data from the database. Instead, use prepared statements (`$mysqli->prepare(""INSERT INTO test(id, label) VALUES (?, ?)"");`) or a safe library.",ERROR,php.lang.security.injection.tainted-sql-string.tainted-sql-string
